"Reported_Income","Claimed_Deductions_Pct","Business_Expenses","Charitable_Contributions_Pct","Home_Office_Deduction","Num_Dependents","Amended_Returns","Tax_Credits","Investment_Income_Pct","Income_Variability_Pct","Years_Since_Last_Audit","Occupation","Tax_Adjustment_Amount"
75683,16.8,28942.75,6,8682.825,2,0,6297.9488,13.6,7.74,10,"Lawyer",8753
56658,9.1,28806.5,6.9,13641.95,2,0,3205.1756,9.3,20.92,3,"Real Estate Agent",4521
67184,7.6,30453,6.2,14135.9,1,0,2757.1968,4.9,5.46,5,"Self-Employed",6751
129170,2.8,51106.5,3.5,15331.95,1,0,3599.352,15,18.3,0,"Doctor",4833
72090,18.3,36824.5,3.9,11047.35,0,2,5150.494,0.6,0.74,10,"Doctor",-1464
63465,18,21058.25,4.6,9317.475,1,0,5259.74,6.3,2.52,10,"Small Business Owner",52022
48649,15,18223.25,2.5,6966.975,2,1,1742.47,7,4.3,5,"Doctor",739
60133,25.2,35418.25,7,10625.475,2,0,5618.7032,10.2,12.58,5,"Real Estate Agent",7383
72471,16.4,30347.75,4.9,9104.325,0,0,4510.0488,8,16.1,5,"Lawyer",3364
34268,12.5,16478,5.1,4943.4,1,0,3549.7,11.4,10.76,3,"Real Estate Agent",14243
109281,20.9,40196.25,5.5,12058.875,2,1,8967.9458,14,21.1,3,"Self-Employed",5595
77935,20,27720.75,7.4,8316.225,4,0,5023.4,11.1,16.64,10,"Real Estate Agent",15125
118951,11.5,43211.75,4.3,12963.525,1,2,2735.873,6.1,15.04,10,"Small Business Owner",263015
104713,15.3,32788.25,3,9836.475,2,0,3782.2178,3.3,5.62,10,"Real Estate Agent",15777
117432,19.4,42304,6.2,12691.2,1,3,6766.3616,3.7,12.88,10,"Small Business Owner",225246
34923,19.8,25859.75,2.8,12757.925,2,0,5422.9508,1.7,8.38,10,"Lawyer",22605
92388,14.3,35552,4.7,10665.6,2,1,4878.2968,10.7,24.38,5,"Real Estate Agent",13221
64145,8.6,27116.25,5.1,8134.875,0,1,2808.294,1.1,11.14,10,"Lawyer",8670
73594,23.3,18963.5,1.7,5689.05,5,1,6442.4804,3.3,15.42,15,"Real Estate Agent",-5966
57016,15.7,23142,4.9,6942.6,0,0,1790.3024,11.3,7.92,5,"Self-Employed",-1714
81453,12.7,30530.25,7.2,9159.075,0,0,3788.9062,19.4,22.06,5,"Small Business Owner",121020
77809,13.5,32057.25,6.2,9617.175,1,0,6585.843,3.9,5.06,5,"Small Business Owner",80517
11405,12.8,11334.25,6.1,3400.275,0,0,1669.968,0,22.1,0,"Self-Employed",-971
100573,6.5,34785.25,4.9,10435.575,2,0,3969.449,0,2.4,10,"Lawyer",4579
79631,14.1,31526.75,5.9,10958.025,5,0,2659.5942,4.4,3.76,15,"Small Business Owner",145956
45844,19.9,18067,4.1,10420.1,3,0,2824.5912,13.3,20.52,3,"Self-Employed",9334
41957,26.4,21354.25,7.9,6406.275,1,0,2689.3296,14.7,5.88,10,"Self-Employed",1838
54293,12.3,23886.25,4.6,7165.875,2,0,3573.6078,10.5,11.5,10,"Self-Employed",8257
27491,14.1,9885.75,8.4,2965.725,3,0,2946.2462,7.2,17.88,3,"Lawyer",-9864
79133,18.3,27232.25,1,8169.675,1,0,5701.2678,13.1,15.64,3,"Self-Employed",3954
120070,14.2,38899.5,4.1,11669.85,2,0,5918.988,10.8,17.82,15,"Doctor",13212
80786,12.3,29067.5,5.5,8720.25,1,0,4525.3356,7.2,18.18,5,"Lawyer",5043
90815,13.3,26462.75,9,7938.825,2,1,3887.679,11.2,19.78,10,"Doctor",-15431
30504,16.1,21531,3.2,6459.3,1,0,2169.2288,6,16.9,5,"Self-Employed",5111
28824,3.8,23095,5.5,6928.5,1,1,3000.0624,11.7,34.98,5,"Self-Employed",6451
48107,11.8,21197.75,3.6,6359.325,2,0,2349.3252,15.4,21.86,3,"Lawyer",-5306
96632,15.6,28229,3.6,9968.7,1,0,7070.9184,8.6,11.34,10,"Doctor",2767
48465,17.5,24896.25,7.1,7468.875,0,1,3597.275,6.4,23.06,5,"Small Business Owner",89725
91758,10.1,35645.5,4.8,10693.65,3,0,3254.5116,5.6,10.24,15,"Lawyer",13038
68438,12,21955.5,2.7,6586.65,2,0,2481.512,16.7,7.88,5,"Small Business Owner",101877
86509,6.6,30715.25,5.3,9214.575,0,0,4002.9188,7.1,11.94,3,"Real Estate Agent",-5175
43826,17.3,22621.5,5.8,6786.45,3,0,3833.3796,15.2,10.98,5,"Lawyer",14125
46530,18.2,15276.5,3.6,4582.95,0,0,3096.692,12.1,12.34,10,"Small Business Owner",65360
71875,14.6,27607.75,4.4,8282.325,0,0,4654.75,0,12.9,3,"Small Business Owner",131826
68739,15.1,18765.75,7.7,5629.725,0,1,3628.9178,9.8,23.12,3,"Doctor",19641
21338,2.4,14678.5,4.6,4403.55,2,1,1486.4224,11.4,22.16,5,"Self-Employed",9209
91113,22.1,31262.25,0,10878.675,2,0,4725.1946,16.9,13.96,0,"Small Business Owner",97237
16509,13.5,14441.25,6.6,4332.375,3,2,1657.743,23.4,12.96,5,"Small Business Owner",75647
62543,12,29290.75,3.7,8787.225,0,1,1580.032,4,8.6,10,"Doctor",8891
76654,15.1,27472.5,5.1,9741.75,0,0,4363.9508,1.6,5.84,3,"Real Estate Agent",-2395
53940,18,32662,6.1,9798.6,2,0,2739.84,10.2,15.08,10,"Lawyer",-6242
32885,22.9,14570.25,0.4,4371.075,0,0,3311.133,1.9,10.56,10,"Lawyer",5432
63035,16.9,29837.75,8.4,8951.325,3,0,4197.583,5.5,6.2,10,"Lawyer",-3524
71687,9.4,28763.75,8.9,10129.125,4,1,3205.7156,2.8,1.12,10,"Lawyer",5893
47278,14.6,24367.5,3.3,7310.25,0,0,4891.5176,3.3,12.52,5,"Small Business Owner",132434
34283,15.5,26953.75,6.9,8086.125,4,1,1062.773,6,10.6,10,"Real Estate Agent",2293
39162,15.8,14519.5,10.5,4355.85,4,0,3354.5192,0,0,5,"Small Business Owner",73308
59145,19.9,29929.25,2.9,8978.775,2,0,4295.971,3.1,1.24,15,"Lawyer",-684
61421,14.6,18785.25,6.6,5635.575,0,0,2357.4932,15.4,14.26,3,"Self-Employed",11057
117585,11.1,41453.25,3,12435.975,1,0,5429.387,3.4,23.16,3,"Small Business Owner",89379
36430,22,11537.5,3.8,3461.25,1,1,3999.92,12.1,26.24,10,"Doctor",10254
86434,28.7,27351.5,4.3,8205.45,3,0,7953.3116,21.4,12.86,5,"Lawyer",12201
62476,13.5,22386,4.6,6715.8,5,2,3614.852,15.8,13.42,5,"Self-Employed",9512
77786,19.7,19446.5,8.1,5833.95,2,0,3987.7684,7.9,15.96,0,"Small Business Owner",66359
55092,20.4,21923,7.3,6576.9,4,0,3517.7536,17.5,25.5,10,"Lawyer",11283
99085,19.6,28004.25,7.1,8401.275,1,1,5409.132,1,11.4,5,"Lawyer",6616
23908,13,5977,5.9,1793.1,1,0,2243.608,12.3,22.52,15,"Self-Employed",7658
79617,18.3,29075.25,6.9,8722.575,1,0,6671.9822,6.6,11.64,5,"Self-Employed",13772
75782,21.1,32289.5,4.6,9686.85,3,0,7016.0004,6.7,11.88,5,"Self-Employed",11398
106676,29.9,30707,4,10712.1,1,0,9298.2248,6.2,16.98,15,"Doctor",24625
68266,17,23947.5,3.1,7184.25,1,0,4832.044,5.1,9.84,0,"Real Estate Agent",-1828
89898,15.4,33335.5,3.2,10000.65,4,1,4409.8584,6.6,5.54,5,"Real Estate Agent",12098
86989,10.3,30337.25,6.8,9101.175,2,1,2860.9734,6.2,14.98,10,"Self-Employed",7570
55593,15.1,21793.25,4,6537.975,1,1,3491.9086,13.5,14.2,5,"Doctor",22798
72487,18.5,34297.75,2.6,10289.325,0,0,6952.019,7.6,8.24,10,"Real Estate Agent",6278
70991,18.3,34633.75,8.2,10390.125,3,1,3208.2706,9,16.5,10,"Doctor",-126
108588,10.5,36206,8.2,10861.8,1,0,4096.348,9.7,17.98,3,"Self-Employed",-10256
82177,15,33509.25,7.3,10052.775,3,0,5297.31,14.1,11.34,15,"Self-Employed",19745
83718,9.6,29562.5,4.8,8868.75,0,0,2670.3856,6.8,2.72,10,"Lawyer",-8745
145308,17,47046,1.7,14113.8,0,0,7481.472,5.6,14.04,0,"Doctor",499
87489,15.5,28684.25,6.9,8605.275,3,0,4505.159,13,12.8,3,"Lawyer",5966
85874,21.1,26852.5,5.3,8055.75,2,0,5069.8828,15.8,24.72,5,"Real Estate Agent",3692
90950,15.8,40364.5,3.7,12109.35,2,0,5824.02,3.9,15.16,3,"Lawyer",-4972
121441,20,46566.25,5.1,13969.875,3,0,7083.64,10.9,7.96,5,"Real Estate Agent",17330
103845,18,38665.25,4.3,11599.575,1,2,6851.42,9.8,21.02,3,"Lawyer",17543
85153,10.8,21288.25,7.1,6386.475,2,0,4099.3048,2.6,1.04,3,"Lawyer",9145
56671,7.5,21343.75,2.3,6403.125,4,3,2157.065,14.6,14.44,5,"Real Estate Agent",-5226
85712,14.8,25155,7.5,7546.5,2,0,5580.0752,4.6,9.74,15,"Self-Employed",-3360
79245,26,33032.25,4.3,14909.675,0,0,7920.74,4,1.6,5,"Self-Employed",13791
19911,18.8,17867.75,6.3,5360.325,0,1,3798.6536,15.4,15.66,10,"Small Business Owner",28775
28769,17.6,14040.25,3.5,5712.075,2,1,2972.6688,7,19.4,10,"Small Business Owner",63479
21169,18.2,20507.25,6.3,6152.175,1,0,4134.5516,12.3,7.92,5,"Self-Employed",16831
117435,21.4,43705.75,1.8,13111.725,0,0,7281.218,8.3,16.52,3,"Self-Employed",2630
93550,23.4,28793.5,2.9,8638.05,2,0,6722.14,3.3,23.12,3,"Self-Employed",7411
4486,19.8,10861.5,7.6,3258.45,3,1,1657.6456,7.5,3,3,"Self-Employed",8330
89011,21.5,31950.75,0,9585.225,1,1,5097.473,12.9,6.26,10,"Doctor",17332
76915,20.2,26668.75,6.4,9500.625,5,1,4173.366,3.5,10.8,10,"Doctor",16604
67312,22,23260,5,9978,1,1,4766.728,21.9,25.26,10,"Real Estate Agent",9630
52664,20.8,25148,2.5,7544.4,2,0,5155.8224,11.6,9.74,3,"Lawyer",-3068
36929,7,25740.25,3.9,7722.075,0,0,793.006,0,8.5,10,"Lawyer",1357
100879,11.2,36965.75,5.5,12589.725,4,0,4106.6896,4.9,14.66,10,"Self-Employed",6181
57692,13.8,28887,4.7,8666.1,2,0,3824.2992,10.1,7.34,5,"Doctor",-9048
71032,14.9,23066,5.9,6919.8,0,0,5282.7536,5.2,11.18,3,"Real Estate Agent",-9739
92605,24.8,28413.25,5.8,8523.975,3,1,4593.208,13.3,23.02,5,"Self-Employed",13665
91050,16.9,34822.5,9.5,10446.75,0,0,4946.49,4.2,3.58,3,"Small Business Owner",96315
63198,20.3,21325.5,4,6397.65,1,3,5022.8388,5.3,16.82,5,"Self-Employed",12560
58782,13.6,25513.5,6.1,7654.05,3,0,2251.8704,12.1,24.04,3,"Lawyer",2655
82784,15.9,25412,4.6,7623.6,3,0,4750.5312,7.3,15.72,5,"Lawyer",29
39652,14.1,17977,2.3,5393.1,0,0,2995.1864,10,4.4,3,"Small Business Owner",96117
84184,14.2,25525,5.8,7657.5,1,0,4315.8256,14,22.6,5,"Small Business Owner",177033
80204,23.9,29147,1.7,8744.1,4,0,5799.7512,17.8,23.42,5,"Real Estate Agent",6036
82517,16.5,27688.25,6.5,8306.475,1,0,4426.061,18.1,29.04,10,"Self-Employed",1460
66662,16.8,32023.5,5.2,9607.05,1,0,2905.8432,14.3,10.72,3,"Lawyer",-11978
23258,14.8,17844.5,6.3,5353.35,0,0,3426.4368,7,3.5,10,"Lawyer",3773
14799,12,13718.75,3.2,4115.625,1,0,4324.176,7.7,23.58,5,"Real Estate Agent",-14131
36246,14,14962.5,4.3,4488.75,1,0,3994.888,16.3,9.22,5,"Self-Employed",12744
85975,8.9,33909.75,3,10172.925,0,0,2968.355,1.8,0.72,5,"Doctor",10510
70434,14.9,29491.5,7.1,8847.45,2,0,2909.9332,15,24.3,3,"Real Estate Agent",67
52977,11.2,20230.25,2.1,6069.075,3,0,3761.6848,15.2,11.18,10,"Real Estate Agent",12892
51541,20.9,29967.25,6.7,8990.175,1,1,3888.4138,8.6,25.44,10,"Lawyer",5342
91547,22.6,35672.75,5.6,10701.825,4,0,5004.9244,10,28.3,10,"Real Estate Agent",-4184
26675,9.1,21574.75,6.8,6472.425,0,0,2144.485,8.9,17.36,5,"Self-Employed",9371
97445,8.5,31430.25,5.5,9429.075,1,0,3953.565,9.3,7.52,10,"Lawyer",14543
88479,12.6,36815.75,6.7,11044.725,1,0,5529.6708,5.5,15.3,3,"Self-Employed",14185
48898,14.7,21900.5,4.7,6570.15,2,0,2025.6012,15,6,10,"Self-Employed",2732
72068,15.6,26745,3.1,8023.5,1,0,3651.5216,13.4,27.86,5,"Self-Employed",17143
101793,19,31113.25,0.9,9333.975,2,0,7232.134,3.2,11.98,15,"Lawyer",15613
115527,9.9,28881.75,8.2,8664.525,0,0,3875.4346,15.1,12.34,5,"Self-Employed",17774
119669,16.2,35340.25,7.6,10602.075,2,0,5423.2756,9.5,17.8,5,"Lawyer",-6199
86132,11.8,30308,1.5,10592.4,1,0,2032.7152,5.7,8.78,5,"Lawyer",-5344
68566,12,32522.5,7.2,9756.75,3,0,2821.584,9.6,20.64,10,"Self-Employed",-12042
88665,17.7,33767.25,3.9,10130.175,1,0,5903.741,12.1,4.84,10,"Small Business Owner",201980
67257,15.6,27458.25,6,8237.475,1,0,3741.4184,20.6,11.64,0,"Small Business Owner",141882
44912,18.5,21767,4,6530.1,0,0,3101.744,11.8,20.22,15,"Self-Employed",6177
100324,10.9,36419,8.2,10925.7,0,1,4650.0632,9.4,3.76,5,"Lawyer",-9022
95840,15.4,34549,7.7,15364.7,3,3,5998.872,7.6,3.04,3,"Self-Employed",14676
112830,14.1,33593.5,7.3,10078.05,2,0,3181.806,6,10.8,5,"Lawyer",-4992
124997,20.1,47870.25,4.1,14361.075,1,0,7587.8794,14.7,16.68,3,"Self-Employed",14536
119156,14.9,38120,4.3,11436,1,1,7510.8488,9.6,16.94,3,"Small Business Owner",144355
98679,11,42238.75,5.3,12671.625,2,0,3478.938,18.6,17.14,5,"Doctor",-6154
73906,18.6,22119.5,4,6635.85,1,0,3859.3032,7.7,21.98,5,"Lawyer",-2178
72262,17.6,25156.5,2.7,7546.95,1,0,4031.6224,8.5,22.9,5,"Doctor",5305
62614,19.1,20018.5,4.6,9005.55,0,1,4077.8548,13.7,11.48,0,"Small Business Owner",56954
51568,15.9,22868,2.9,6860.4,1,0,3179.8624,12.3,21.92,10,"Small Business Owner",67505
63297,10.8,25507.25,5.7,7652.175,4,2,3449.2152,9.9,5.66,0,"Self-Employed",3623
93415,7.6,36243.75,4.1,10873.125,0,0,1419.908,10.8,14.92,3,"Lawyer",9753
86540,20.5,34615,4.4,10384.5,1,0,6290.14,1.2,5.38,3,"Small Business Owner",192383
38830,19.7,20173.5,1.7,6052.05,2,1,4114.902,13.2,15.58,5,"Small Business Owner",97881
110936,15.2,45094,8.4,15028.2,0,1,5832.4544,16.7,8.28,0,"Self-Employed",7023
113734,3,41737.5,4.7,14021.25,2,0,2315.404,4.7,8.18,0,"Doctor",-4858
119492,14.5,34331,4.4,11799.3,1,0,5873.268,5.8,2.32,10,"Self-Employed",8458
38292,19.1,20395,7.3,6118.5,0,0,4388.7544,17.4,21.36,0,"Self-Employed",-6261
62605,12.5,29993.25,3,8997.975,1,0,3517.125,13.4,19.56,10,"Real Estate Agent",14467
62713,16.6,23768.25,3.5,7130.475,4,0,3711.0716,16.1,20.74,3,"Self-Employed",-3984
61465,9.8,19723.25,6.4,5916.975,3,0,1802.714,10.7,15.88,3,"Self-Employed",2584
58059,17.6,31219.75,6.6,9365.925,0,1,3786.6768,14.1,7.24,15,"Self-Employed",-3744
58200,8.3,22858,1.6,6857.4,4,3,3350.12,16.7,16.78,10,"Self-Employed",-6348
45883,12.2,18699.75,5.2,5609.925,1,0,3697.5452,16.2,15.18,3,"Real Estate Agent",14571
58115,21.2,23922.75,5.4,7176.825,1,0,4110.076,6.4,5.56,5,"Self-Employed",-2002
65039,13.9,24733.75,5.3,7420.125,2,0,6242.0842,10.3,19.82,10,"Lawyer",946
80810,22.1,33891.5,7.1,10167.45,1,0,5709.802,11.2,28.78,0,"Real Estate Agent",15859
93169,16.8,35523.25,2.2,15656.975,1,0,5505.4784,11.7,9.68,10,"Lawyer",5650
103736,21.2,42134,4.2,12640.2,2,0,7839.4064,12.1,15.44,5,"Self-Employed",13259
50975,14.7,22136.75,2.2,6641.025,1,0,2665.665,7.4,9.26,10,"Doctor",11266
76276,18.4,29741,4.6,8922.3,0,2,5387.9568,16.4,6.56,3,"Lawyer",1197
145071,17.7,43572.75,2.7,13071.825,5,0,7274.5134,6.1,15.34,5,"Small Business Owner",226313
61144,13.1,28443,4.5,8532.9,2,0,3882.9728,17.5,20.9,5,"Doctor",4141
97213,23,28481.25,5.6,8544.375,3,1,7147.798,4.5,20.9,10,"Self-Employed",12711
54050,19.5,23455.5,6.2,7036.65,1,0,5906.95,9.3,31.32,0,"Self-Employed",4716
106961,10.9,38685.25,4.6,11605.575,3,0,2879.7498,13.9,11.96,15,"Self-Employed",-5024
91366,20.9,36409.5,5,10922.85,5,3,5369.0988,9,5.6,5,"Doctor",-2723
47454,12.6,18667.5,4.9,5600.25,5,0,2699.8408,5.4,5.56,3,"Real Estate Agent",-6549
105756,1.9,34726,4.2,10417.8,0,1,2156.8728,2.7,3.18,10,"Lawyer",-4743
108772,13.9,34675,5,10402.5,2,1,6287.8616,14.2,24.68,5,"Small Business Owner",206430
101484,10.4,38867,1.9,14660.1,2,1,4270.8672,11.4,10.86,10,"Doctor",9423
-8042,13,11890.5,2.2,3567.15,3,0,1746.908,10.5,19.4,10,"Small Business Owner",63959
79315,12,28102.75,4.4,8430.825,2,2,4439.56,9.6,12.34,0,"Small Business Owner",140362
120596,2.8,37083,1.5,11124.9,0,2,1868.3376,13,16.9,5,"Self-Employed",-277
69861,12.5,26072.25,6.2,7821.675,3,2,4029.525,12,4.8,10,"Doctor",14119
55256,19.8,15641,2.2,6192.3,0,0,3233.1376,8.9,4.46,3,"Lawyer",7798
70371,6.6,19768.75,4.8,5930.625,1,0,2458.8972,15.6,6.24,10,"Self-Employed",6019
3509,22.3,4447.25,4.8,2834.175,2,0,1293.5014,13.5,5.4,0,"Small Business Owner",57044
40851,22.6,25611.75,8.7,7683.525,2,0,4324.4652,5.4,10.66,3,"Lawyer",385
72382,10.3,32033.5,3.1,9610.05,0,0,2922.0692,9,15.5,0,"Lawyer",3325
100060,26.5,30549,2.5,9164.7,1,0,9359.18,3.5,27,5,"Real Estate Agent",2099
81363,9.5,33579.75,8.3,10073.925,0,0,3129.897,3.4,1.36,3,"Doctor",2834
94240,15.7,32263,1.4,9678.9,2,0,4978.136,13.8,12.32,10,"Small Business Owner",98400
44037,13,23052.25,4.2,6915.675,0,0,1839.962,15.3,11.52,3,"Real Estate Agent",-5336
119573,21.3,45928.25,7,13778.475,3,2,8365.8098,21.1,24.84,10,"Doctor",15261
110714,8.7,38792.5,5,16637.75,2,2,6375.4236,11.2,12.48,10,"Real Estate Agent",4791
93517,12.7,37364.25,5.3,14209.275,0,0,4024.3318,6.6,13.54,5,"Small Business Owner",227933
69812,7.6,31359,7.5,9407.7,2,1,4304.1424,10.7,13.68,5,"Self-Employed",-304
100847,19.2,41502.75,6.1,12450.825,5,0,6781.5248,0,11.4,10,"Lawyer",3732
56397,17.9,28920.25,2.4,8676.075,0,0,2506.0126,7.4,2.96,15,"Lawyer",-734
48654,14.4,27405.5,5.4,8221.65,1,0,3879.2352,2.5,16.5,0,"Real Estate Agent",13096
8142,11,9388.5,3.4,2816.55,2,3,1324.124,9.4,24.26,0,"Lawyer",12533
80798,10.1,29054.5,6.4,8716.35,1,0,5428.1196,19.9,18.06,3,"Real Estate Agent",15928
5620,15.5,14905,5.3,4471.5,4,0,2642.22,14.3,19.92,10,"Real Estate Agent",9855
74270,8,27788.5,5,8336.55,1,1,3220.32,7.5,3,3,"Self-Employed",11364
88240,25.3,36120,1.2,10836,2,0,6754.944,6.3,25.52,3,"Real Estate Agent",3563
98687,9.5,33505.75,6.1,10051.725,3,0,3499.053,10.4,18.26,3,"Doctor",251
105655,14.6,39806.75,5.6,11942.025,2,3,3085.126,7.7,30.18,5,"Self-Employed",-12960
93458,12,25014.5,1.9,7504.35,4,0,7512.992,14.9,16.06,10,"Self-Employed",1111
49213,13.7,20237.25,3.5,6071.175,0,0,3597.4362,7.6,27.44,3,"Self-Employed",7728
101722,14.6,36707.5,3.9,11012.25,1,0,5712.2824,1.1,9.44,10,"Real Estate Agent",-6973
76898,17.7,40748.5,6.2,15224.55,1,1,5918.1892,8.5,15.1,0,"Self-Employed",-1422
19060,10.9,11915,1.9,3574.5,1,0,1137.508,9.5,15.3,0,"Real Estate Agent",-6174
71606,10.1,30733.5,2.4,9220.05,1,1,3837.4412,13.1,8.54,10,"Small Business Owner",166616
21498,18.9,21962.5,5.8,6588.75,2,0,3519.6244,5.2,14.88,10,"Real Estate Agent",3880
43395,25.1,17030.75,5,5109.225,1,0,3582.429,9.3,21.32,5,"Self-Employed",347
56419,18.6,16326.75,4.3,4898.025,1,0,4898.7868,9.8,12.92,10,"Real Estate Agent",-8077
57392,17.2,21959,5.5,9587.7,1,2,3556.2848,16.2,9.78,10,"Real Estate Agent",7032
102809,15.9,38424.25,4.5,11527.275,2,0,3269.3262,13.9,13.86,5,"Small Business Owner",59717
73038,15.4,23617.5,1.4,10085.25,1,0,4720.5704,20.9,35.26,3,"Real Estate Agent",-15722
46887,5.4,18189.75,2.6,10456.925,1,0,3459.3796,14.4,5.76,3,"Real Estate Agent",11984
55984,17.9,27544,6,8263.2,2,0,2004.2272,5.3,7.82,0,"Doctor",5809
57743,12.5,24359.75,2.7,10307.925,5,0,4936.575,0,15.5,5,"Self-Employed",2992
80647,16.5,36325.75,7.9,10897.725,1,0,5984.351,9.9,3.96,5,"Doctor",4991
91190,22.5,23598.5,8,7079.55,2,0,6233.55,9.1,29.24,0,"Self-Employed",-13693
62373,14.3,25968.25,2.1,9290.475,1,0,3181.8678,7.8,4.02,5,"Self-Employed",-6185
64816,17.9,26277,7.1,7883.1,1,1,6884.4128,16.6,8.14,5,"Lawyer",3600
90542,11.4,36269.5,5.3,12380.85,1,1,3415.3576,12.5,20.7,3,"Lawyer",22608
48918,22,28764.5,5.5,8629.35,2,1,5386.392,9.4,24.66,0,"Lawyer",4794
70180,22.1,31558,5.2,9467.4,0,0,4298.956,9.9,5.76,0,"Self-Employed",4801
70721,18.9,24791.25,5.7,7437.375,2,0,4588.2538,20.2,21.28,5,"Doctor",-146
52044,19,24851,4.2,12455.3,2,0,5361.672,0.5,0.2,15,"Real Estate Agent",-5033
55206,16.5,33972.5,3.9,10191.75,3,1,3506.798,1.1,17.74,15,"Doctor",14308
65778,16.9,24113.5,8.5,8734.05,2,1,4791.2964,12,38.8,5,"Small Business Owner",100679
48542,17.5,18843.5,3.3,5653.05,1,0,3085.97,11.3,18.22,3,"Lawyer",-1184
72140,14.1,30441,3.6,9132.3,0,0,5459.348,15.2,6.08,10,"Lawyer",8100
36721,12.2,31259.25,2.8,9377.775,0,0,2590.9924,6.9,14.96,10,"Lawyer",-1677
86268,13.5,22176,5.6,6652.8,1,0,4101.236,14.9,19.46,10,"Self-Employed",-3020
60923,17.6,19325.75,3.7,5797.725,2,0,4140.4896,14,17.9,5,"Self-Employed",4992
98968,13.1,32901,5.2,9870.3,3,0,5216.9616,4.7,10.28,15,"Self-Employed",8963
87789,5.4,27917.25,5.6,8375.175,0,0,1762.1212,7,15.8,0,"Real Estate Agent",13103
59636,18.7,30822,9.9,9246.6,3,0,4602.3864,19.4,7.76,5,"Lawyer",-1358
64575,16.2,24143.75,2.4,7243.125,1,0,3854.23,3.1,16.64,5,"Real Estate Agent",-2510
93282,11.6,41992.5,7.4,12597.75,3,0,4752.1424,10,7.8,3,"Self-Employed",10367
97064,13.8,27708,5.3,8312.4,0,0,5721.9664,15.8,16.52,10,"Self-Employed",16345
89301,17,32001.25,2.6,9600.375,1,0,6406.234,10.5,11.7,5,"Doctor",9908
84849,23.2,30652.25,8.9,9195.675,1,0,5738.9936,8,10.7,3,"Lawyer",5839
21562,20.4,21608.5,7.8,6482.55,2,1,3030.7296,15.8,13.52,15,"Doctor",9441
78582,12,24983.5,6,10495.05,1,1,2807.968,6,19.6,10,"Self-Employed",12091
32451,27.3,16317.75,8.7,4895.325,4,1,2578.8246,9.6,19.24,5,"Real Estate Agent",-4476
77281,21.5,31963.25,5.7,9588.975,1,0,5349.083,13.9,8.66,0,"Small Business Owner",82354
55175,17.4,21307.75,4.4,7892.325,1,0,3280.09,7.3,31.22,15,"Real Estate Agent",4675
71835,16.9,32903.75,7,9871.125,1,0,5441.023,12.3,21.62,15,"Small Business Owner",193993
39597,12.5,21791.25,7.5,6537.375,0,0,3855.925,17.2,22.08,5,"Small Business Owner",38680
70069,17.7,30104.25,1.3,9031.275,3,1,4065.4426,7.7,7.58,5,"Doctor",8278
120583,18.3,40561.75,5.8,12168.525,2,0,7049.3378,25.2,23.28,10,"Self-Employed",10899
129755,14.4,46644.75,7.1,13993.425,3,0,5592.944,8,25.5,5,"Small Business Owner",279704
341,17.3,19774.25,6.1,5932.275,2,0,2262.7986,14.4,29.36,5,"Lawyer",15224
25370,10.7,17151.5,4.4,6645.45,2,1,1973.918,17.5,15,15,"Self-Employed",5385
32374,20.9,16225.5,3.9,6367.65,1,3,2678.2332,8.5,14.2,3,"Real Estate Agent",13014
36711,14.6,19224.75,4.3,5767.425,1,0,1369.9612,7.5,3,3,"Lawyer",1466
137373,5.9,45565.25,5.4,13669.575,0,0,4829.0014,2.9,24.76,3,"Doctor",6295
105466,12.7,36336.5,4.4,12400.95,3,1,4463.8364,13.1,27.04,0,"Small Business Owner",248155
71712,16.4,37335,5.2,11200.5,1,0,5107.1536,16.4,12.26,5,"Small Business Owner",182975
104446,18,37006.5,6.2,11101.95,1,0,5910.056,0.4,8.26,3,"Real Estate Agent",8725
142840,9.2,46495,6.5,13948.5,4,2,5002.256,12.4,10.86,5,"Small Business Owner",155722
94113,15.3,43392.25,4.7,13017.675,2,1,5634.8578,16.4,13.56,5,"Doctor",20546
128266,14.5,41284.5,3.1,12385.35,3,0,3719.714,15.8,29.22,0,"Real Estate Agent",-7948
40575,12.6,21237.75,4.8,9371.325,1,1,2364.49,17.9,21.46,5,"Doctor",812
42620,10.2,25641,5.2,9192.3,2,0,3630.448,10.7,4.28,5,"Lawyer",25893
107038,8.2,37257.5,0.8,11177.25,2,0,2620.4232,3.4,27.46,5,"Real Estate Agent",8134
101753,16.1,34417.25,1.2,10325.175,1,0,5955.4466,11.9,17.96,10,"Self-Employed",-8067
101103,9.5,33054.75,4.4,9916.425,2,0,1920.957,13.2,22.18,5,"Real Estate Agent",9924
89573,11,28556.25,3.4,8566.875,0,0,4569.606,14.1,12.04,5,"Real Estate Agent",-4098
60867,18.9,30463.75,4.1,9139.125,1,1,3951.7726,7.9,22.26,3,"Self-Employed",22191
103489,12.4,30142.25,3.6,9042.675,1,0,3364.5272,19.3,16.72,10,"Self-Employed",798
130432,16.6,43286,0.7,12985.8,3,0,5653.3424,14.3,14.62,3,"Doctor",17075
112212,20.1,36521,4.4,15956.3,1,0,5200.9224,9.2,3.68,0,"Real Estate Agent",-8194
33576,16,11250,4.1,6375,1,0,4142.432,14.6,5.84,5,"Lawyer",11681
89240,15.4,31567,4.3,9470.1,2,1,5482.592,17.4,22.86,15,"Self-Employed",581
